source,Claims,Frequency
https://www.westernjournal.com/liberal-environmentalist-apologizes-climate-scare-environmentalists-misled-public/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,2
https://www.westernjournal.com/limo-lib-biden-betrays-mother-earth-rides-85-vehicle-motorcade-attending-un-climate-summit/,no claim,35
https://www.westernjournal.com/limo-lib-biden-betrays-mother-earth-rides-85-vehicle-motorcade-attending-un-climate-summit/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/look-biden-busted-ahead-climate-summit/,no claim,23
https://www.westernjournal.com/los-angeles-school-district-cuts-130-police-jobs-will-replace-climate-coaches/,no claim,35
https://www.westernjournal.com/meet-us-workers-devastated-bidens-climate-executive-orders-just-day/,no claim,36
https://www.westernjournal.com/meet-us-workers-devastated-bidens-climate-executive-orders-just-day/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/meet-us-workers-devastated-bidens-climate-executive-orders-just-day/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.westernjournal.com/michael-moore-says-climate-change-led-covid-mother-natures-gentle-warning/,no claim,24
https://www.westernjournal.com/michael-moore-says-climate-change-led-covid-mother-natures-gentle-warning/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/natural-disasters-not-occurring-un-study-contradicts-widely-held-idea/,no claim,19
https://www.westernjournal.com/natural-disasters-not-occurring-un-study-contradicts-widely-held-idea/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,5
https://www.westernjournal.com/natural-disasters-not-occurring-un-study-contradicts-widely-held-idea/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/newsom-blamed-wildfires-climate-change-investigation-finds-lied-prevention-efforts/,no claim,26
https://www.westernjournal.com/newsom-blamed-wildfires-climate-change-investigation-finds-lied-prevention-efforts/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/physicist-tucker-carlson-climate-change-fiction-media-not-existential-threat/,no claim,20
https://www.westernjournal.com/physicist-tucker-carlson-climate-change-fiction-media-not-existential-threat/,Climate movement is unreliable/alarmist/corrupt,10
https://www.westernjournal.com/physicist-tucker-carlson-climate-change-fiction-media-not-existential-threat/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,4
https://www.westernjournal.com/physicist-tucker-carlson-climate-change-fiction-media-not-existential-threat/,It’s natural cycles/variation,2
https://www.westernjournal.com/physicist-tucker-carlson-climate-change-fiction-media-not-existential-threat/,Climate hasn’t warmed/changed over the last (few) decade(s),1
https://www.westernjournal.com/prager-issues-warning-can-shut-america-covid-19-dems-can-shut-climate-change/,no claim,28
https://www.westernjournal.com/public-school-board-shoots-geography-textbook-left-wing-instruction-climate-change/,no claim,23
https://www.westernjournal.com/radical-left-wing-prof-urges-humans-go-extinct-order-fight-climate-change/,no claim,28
https://www.westernjournal.com/scientists-issue-confusing-warning-global-warming-cause-cooling/,no claim,31
https://www.westernjournal.com/scientists-issue-confusing-warning-global-warming-cause-cooling/,We’re heading into an ice age/global cooling,2
https://www.westernjournal.com/scientists-issue-confusing-warning-global-warming-cause-cooling/,It’s natural cycles/variation,2
https://www.westernjournal.com/scientists-issue-confusing-warning-global-warming-cause-cooling/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/senate-republicans-counter-biden-democrats-expensive-climate-proposals-comprehensive-strategy/,no claim,24
https://www.westernjournal.com/senate-republicans-counter-biden-democrats-expensive-climate-proposals-comprehensive-strategy/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/senate-republicans-counter-biden-democrats-expensive-climate-proposals-comprehensive-strategy/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.westernjournal.com/slippery-slope-climate-alarmists-using-covid-policies-justify-totalitarian-takeovers/,no claim,30
https://www.westernjournal.com/slippery-slope-climate-alarmists-using-covid-policies-justify-totalitarian-takeovers/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/slippery-slope-climate-alarmists-using-covid-policies-justify-totalitarian-takeovers/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/squad-member-lashes-playground-insult-cruz-criticizes-paris-climate-agreement/,no claim,19
https://www.westernjournal.com/squad-member-lashes-playground-insult-cruz-criticizes-paris-climate-agreement/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/study-nearly-2-dozen-scientists-finds-sun-not-co2-may-chief-cause-global-warming/,no claim,14
https://www.westernjournal.com/study-nearly-2-dozen-scientists-finds-sun-not-co2-may-chief-cause-global-warming/,It’s natural cycles/variation,2
https://www.westernjournal.com/top-cooking-website-no-longer-offering-beef-recipes-bid-fight-climate-change/,no claim,28
https://www.westernjournal.com/topics-final-presidential-debate-announced/,no claim,36
https://www.westernjournal.com/trump-finds-bidens-climate-conference-nap-exactly-expect/,no claim,22
https://www.westernjournal.com/trump-finds-bidens-climate-conference-nap-exactly-expect/,Climate movement is unreliable/alarmist/corrupt,3
https://www.westernjournal.com/trump-joint-chiefs-staff-fired-truly-think-climate-change-top-threat/,no claim,22
https://www.westernjournal.com/un-climate-summit-exposed-sham-world-leaders-kowtow-top-polluters-earth/,no claim,28
https://www.westernjournal.com/un-climate-summit-exposed-sham-world-leaders-kowtow-top-polluters-earth/,Climate policies areinefective/fawed,2
https://www.westernjournal.com/un-climate-summit-exposed-sham-world-leaders-kowtow-top-polluters-earth/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/un-drops-climate-change-case-brought-greta-thunberg-youth-activists/,no claim,27
https://www.westernjournal.com/us-city-mandates-gas-pumps-must-carry-cigarette-style-health-warning-climate-change/,no claim,35
https://www.westernjournal.com/watch-biden-appears-doze-off-sleep-opening-speeches-cop26/,no claim,23
https://www.westernjournal.com/watch-biden-may-just-made-one-ridiculous-comments-yet-climate-change/,no claim,35
https://www.westernjournal.com/watch-biden-may-just-made-one-ridiculous-comments-yet-climate-change/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/watch-climate-activists-turn-biden-dumping-wheelbarrows-cow-poop-outside-wh/,no claim,29
https://www.westernjournal.com/watch-climate-activists-turn-biden-dumping-wheelbarrows-cow-poop-outside-wh/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/watch-climate-activists-turn-biden-dumping-wheelbarrows-cow-poop-outside-wh/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/watch-exact-moment-climate-obsessed-warren-realizes-caught-exiting-private-jet/,no claim,24
https://www.westernjournal.com/watch-vp-harris-gets-gas-guzzling-suv-onto-private-jet-fly-event-climate-crisis/,no claim,24
https://www.westernjournal.com/white-house-announces-massive-international-climate-summit-bill-gates-featured-speaker/,no claim,25
https://www.westernjournal.com/world-faces-food-shortage-biden-pushes-american-farmers-take-fields-production/,no claim,23
https://www.westernjournal.com/world-faces-food-shortage-biden-pushes-american-farmers-take-fields-production/,Climate movement is unreliable/alarmist/corrupt,3
https://www.westernjournal.com/world-faces-food-shortage-biden-pushes-american-farmers-take-fields-production/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/world-faces-food-shortage-biden-pushes-american-farmers-take-fields-production/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/20/executive-order-protecting-public-health-and-environment-and-restoring-science-to-tackle-climate-crisis/,no claim,48
https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/27/executive-order-on-tackling-the-climate-crisis-at-home-and-abroad/,no claim,175
https://www.whitehouse.gov/briefing-room/presidential-actions/2021/02/04/executive-order-on-rebuilding-and-enhancing-programs-to-resettle-refugees-and-planning-for-the-impact-of-climate-change-on-migration/,no claim,67
https://www.whitehouse.gov/briefing-room/presidential-actions/2021/05/07/executive-order-on-the-establishment-of-the-climate-change-support-office/,no claim,17
https://www.whitehouse.gov/briefing-room/statements-releases/2021/03/26/president-biden-invites-40-world-leaders-to-leaders-summit-on-climate/,no claim,56
https://www.whitehouse.gov/briefing-room/statements-releases/2021/04/22/president-biden-announces-12-key-climate-and-infrastructure-administration-nominations/,no claim,45
https://www.whitehouse.gov/briefing-room/statements-releases/2021/05/20/fact-sheet-president-biden-directs-agencies-to-analyze-and-mitigate-the-risk-climate-change-poses-to-homeowners-and-consumers-businesses-and-workers-and-the-financial-system-and-federal-government/,no claim,13
https://www.whitehouse.gov/briefing-room/statements-releases/2021/08/05/fact-sheet-the-bipartisan-infrastructure-investment-and-jobs-act-advances-president-bidens-climate-agenda/,no claim,27
https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/15/fact-sheet-biden-administration-roadmap-to-build-an-economy-resilient-to-climate-change-impacts/,no claim,31
https://www.whitehouse.gov/briefing-room/statements-releases/2021/10/21/fact-sheet-prioritizing-climate-in-foreign-policy-and-national-security/,no claim,19
https://www.whitehouse.gov/briefing-room/statements-releases/2021/11/01/fact-sheet-president-biden-renews-u-s-leadership-on-world-stage-at-u-n-climate-conference-cop26/,no claim,26
https://www.whitehouse.gov/briefing-room/statements-releases/2021/11/01/fact-sheet-president-biden-renews-u-s-leadership-on-world-stage-at-u-n-climate-conference-cop26/,Climate policies (mitigation or adaptation) are harmful,2
https://www.whitehouse.gov/briefing-room/statements-releases/2021/11/02/fact-sheet-president-biden-tackles-methane-emissions-spurs-innovations-and-supports-sustainable-agriculture-to-build-a-clean-energy-economy-and-create-jobs/,no claim,32
https://www.whitehouse.gov/climate/,no claim,26
https://www.yabaleftonline.ng/ncdc-reacts-to-claims-of-negligence-in-handling-ex-ppmc-boss-who-died-from-coronavirus/,no claim,7
https://www.zerohedge.com/geopolitical/it-wont-be-pleasant-mark-carney-unveils-dystopian-new-world-combat-climate-crisis,no claim,56
https://www.zerohedge.com/geopolitical/it-wont-be-pleasant-mark-carney-unveils-dystopian-new-world-combat-climate-crisis,Climate movement is unreliable/alarmist/corrupt,6
https://www.zerohedge.com/geopolitical/it-wont-be-pleasant-mark-carney-unveils-dystopian-new-world-combat-climate-crisis,Climate policies (mitigation or adaptation) are harmful,2
https://www.zerohedge.com/geopolitical/it-wont-be-pleasant-mark-carney-unveils-dystopian-new-world-combat-climate-crisis,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.zerohedge.com/geopolitical/it-wont-be-pleasant-mark-carney-unveils-dystopian-new-world-combat-climate-crisis,Climate policies areinefective/fawed,1
https://www.zerohedge.com/geopolitical/it-wont-be-pleasant-mark-carney-unveils-dystopian-new-world-combat-climate-crisis,Clean energy technology/biofuels won’t work,1
https://www.zerohedge.com/geopolitical/jeff-bezos-leads-parade-private-jets-cop26-his-65m-gulfstream,no claim,22
https://www.zerohedge.com/geopolitical/watch-al-gores-latest-solution-climate-change-mass-surveillance,no claim,20
https://www.zerohedge.com/geopolitical/watch-al-gores-latest-solution-climate-change-mass-surveillance,Climate policies (mitigation or adaptation) are harmful,1
https://www.zerohedge.com/geopolitical/watch-al-gores-latest-solution-climate-change-mass-surveillance,Climate policies areinefective/fawed,1
https://www.zerohedge.com/markets/here-hidden-150-trillion-agenda-behind-crusade-against-climate-change,no claim,40
https://www.zerohedge.com/markets/here-hidden-150-trillion-agenda-behind-crusade-against-climate-change,Climate policies (mitigation or adaptation) are harmful,4
https://www.zerohedge.com/markets/here-hidden-150-trillion-agenda-behind-crusade-against-climate-change,Climate movement is unreliable/alarmist/corrupt,1
